audio_hidden,video_hidden,text_hidden,audio_dropout,video_dropout,text_dropout,factor_learning_rate,learning_rate,rank,batch_size,weight_decay,Best Validation MAE,Test MAE,Test Corr,Test multiclass accuracy,Test binary accuracy,Test f1_score
16,16,64,0.3,0.15,0,0.0005,0.0003,1,8,0.01,1.0039662,1.0039661,0.624,0.29592,0.7755102040816326,0.7717793952113219
8,8,128,0.15,0.2,0.3,0.003,0.0005,16,16,0.001,0.9901328,0.99013275,0.63376,0.31778,0.7288629737609329,0.7276486819854167
16,8,64,0.5,0.1,0,0.0003,0.0005,8,128,0.01,1.1111146,1.1111146,0.54689,0.26239,0.7244897959183674,0.7237132951606868
8,8,64,0.3,0.5,0.2,0.001,0.001,8,64,0.001,1.0437987,1.0437986,0.59826,0.29592,0.749271137026239,0.7494174939977499
4,4,128,0.15,0.3,0.15,0.003,0.0005,8,16,0.001,0.97169274,0.9716927,0.6645,0.30612,0.7696793002915452,0.7698749227115103
4,8,128,0.5,0.3,0.5,0.001,0.0003,16,16,0.01,1.042815,1.042815,0.60049,0.26968,0.7594752186588921,0.7575133953079338
4,16,128,0.2,0.2,0,0.001,0.0005,16,16,0.01,1.0178001,1.0178,0.62892,0.29592,0.7623906705539358,0.7620173857776449
4,4,256,0.1,0.15,0.3,0.0005,0.003,1,4,0,0.94661045,0.94661045,0.6755,0.3105,0.7769679300291545,0.7764360658483623
4,8,64,0,0.2,0.15,0.001,0.003,16,32,0.001,0.98008263,0.9800825,0.6415,0.33528,0.7565597667638484,0.7564419657558755
8,4,128,0.3,0.3,0.1,0.0003,0.001,1,16,0.01,1.0055827,1.0055826,0.63989,0.27259,0.7667638483965015,0.7660543418988354
8,16,128,0.5,0.15,0,0.001,0.003,16,8,0,0.9115245,0.9115245,0.69559,0.36735,0.7813411078717201,0.7803618403108199
16,16,64,0.3,0.3,0.15,0.0005,0.0005,1,16,0.002,0.9941721,0.99417204,0.6406,0.30466,0.7842565597667639,0.7831791986191254
8,8,256,0.1,0.3,0,0.0003,0.001,8,4,0,0.9287562,0.9287561,0.69404,0.34694,0.7813411078717201,0.781827128679542
8,8,64,0.3,0,0.2,0.001,0.003,8,16,0.01,0.96873784,0.9687377,0.64991,0.32653,0.7682215743440233,0.7668770638094506
4,16,256,0,0.5,0.3,0.0005,0.003,4,16,0.002,0.96197885,0.96197885,0.67644,0.3484,0.7667638483965015,0.7671691882599998
8,8,256,0.5,0.3,0.3,0.003,0.001,16,128,0,1.0005242,1.000524,0.63167,0.28426,0.760932944606414,0.7593432924840294
8,8,128,0.15,0,0.15,0.003,0.001,8,64,0.002,0.97547936,0.97547936,0.64397,0.30466,0.7682215743440233,0.7670028438025819
8,4,64,0.3,0.1,0,0.0005,0.0003,1,64,0.001,1.1602154,1.1602154,0.50493,0.26093,0.6895043731778425,0.6903459754761077
8,4,128,0,0.15,0.15,0.0003,0.001,8,128,0.002,1.0338426,1.0338426,0.5911,0.27988,0.7463556851311953,0.744953739513298
4,8,64,0,0.2,0.1,0.0003,0.0005,1,128,0.01,1.1008554,1.1008552,0.54818,0.27988,0.7288629737609329,0.7295757310184895
16,4,64,0,0.3,0.2,0.0003,0.0003,1,128,0,1.1136215,1.1136215,0.52126,0.27405,0.7113702623906706,0.7102210696985367
16,4,64,0.2,0.2,0.1,0.001,0.003,1,8,0.002,0.94411194,0.9441119,0.6716,0.31341,0.7711370262390671,0.7686626074297246
8,8,128,0.1,0.15,0.3,0.001,0.003,1,32,0.002,0.9454843,0.9454842,0.66088,0.33673,0.7740524781341108,0.773097226752017
4,16,256,0.3,0.3,0.5,0.0003,0.001,4,8,0.01,1.0569136,1.0569136,0.58975,0.26676,0.7638483965014577,0.7616954579750062
4,8,256,0.15,0.1,0.3,0.0003,0.003,4,128,0.002,1.0236571,1.0236571,0.58791,0.30175,0.7419825072886297,0.7388208482643773
16,16,128,0.2,0.5,0.1,0.003,0.001,8,8,0.001,0.95895743,0.95895743,0.66155,0.32945,0.7696793002915452,0.7690806255885034
16,16,256,0.3,0,0.1,0.003,0.001,8,32,0.01,0.947494,0.9474939,0.67069,0.30758,0.7813411078717201,0.7797584013751284
4,8,64,0.5,0.15,0.5,0.0003,0.001,1,128,0.002,1.0965534,1.0965534,0.53414,0.27843,0.7244897959183674,0.7230411162181634
16,4,128,0,0.5,0.2,0.0005,0.0005,1,128,0.002,1.1115695,1.1115696,0.51805,0.27988,0.7099125364431487,0.7101210278416721
4,16,128,0.15,0.3,0.15,0.0003,0.0003,1,128,0.002,1.0967053,1.0967054,0.54396,0.3105,0.7157434402332361,0.7145416723654407
4,8,256,0.2,0.3,0.15,0.003,0.003,8,128,0.01,0.95837253,0.95837253,0.67086,0.32362,0.7769679300291545,0.7767831367321508
4,16,128,0.5,0.5,0.3,0.001,0.003,1,4,0.002,1.0156751,1.015675,0.62215,0.32216,0.7696793002915452,0.7696793002915452
4,8,128,0.3,0.15,0.15,0.0003,0.001,16,128,0,1.090558,1.090558,0.54824,0.27843,0.7128279883381924,0.7124859954180149
8,4,256,0.15,0,0.1,0.001,0.003,1,8,0.002,0.9291537,0.92915356,0.67568,0.32216,0.7798833819241983,0.7776559023488451
16,16,256,0.5,0.1,0.1,0.003,0.003,4,4,0.01,1.404659,1.404659,0.07164,0.15452,0.5393586005830904,0.5404917800782094
16,4,128,0.2,0,0.2,0.001,0.003,4,128,0.01,0.98611337,0.98611337,0.65511,0.30175,0.7725947521865889,0.7729899585534997
16,8,64,0,0.15,0.3,0.003,0.0003,1,16,0.001,1.0173736,1.0173736,0.62609,0.29592,0.7580174927113703,0.7580902387753701
4,16,64,0.5,0.3,0.3,0.001,0.0003,1,16,0,1.1007776,1.1007776,0.54741,0.2828,0.7303206997084548,0.7290440829558055
4,16,64,0.3,0.5,0.5,0.0005,0.003,16,128,0.01,1.0421581,1.042158,0.59448,0.28717,0.7463556851311953,0.7427629200016446
4,4,128,0.2,0,0.2,0.0005,0.003,4,64,0.01,0.99080116,0.99080116,0.63539,0.31778,0.7784256559766763,0.7762585372625904
4,8,256,0,0.15,0.3,0.0003,0.0005,4,8,0.001,0.99984807,0.999848,0.63198,0.31778,0.7565597667638484,0.7563580642762693
16,16,64,0,0.5,0.1,0.0003,0.0005,16,8,0.01,1.0438726,1.0438725,0.60587,0.29009,0.7623906705539358,0.7618240440083862
4,4,64,0.5,0.2,0.15,0.001,0.001,4,8,0,0.9887289,0.98872876,0.63536,0.3105,0.7755102040816326,0.7749266857001866
4,4,256,0.1,0.3,0.15,0.003,0.001,4,4,0.001,0.9547526,0.95475256,0.66628,0.30612,0.7784256559766763,0.775792024969392
4,4,64,0.3,0,0.15,0.003,0.001,1,32,0.01,1.0190895,1.0190895,0.61643,0.27988,0.7536443148688047,0.7516349321638838
4,8,64,0.5,0.3,0.3,0.0003,0.003,8,32,0,1.0125679,1.0125678,0.63319,0.31341,0.7653061224489796,0.7657754389282099
8,8,64,0.15,0.3,0.1,0.0005,0.001,8,4,0,0.9580224,0.9580224,0.66221,0.31924,0.7667638483965015,0.7668999944165116
16,8,256,0.1,0.5,0.2,0.003,0.001,1,8,0.01,1.4173713,1.4173712,0.02526,0.15452,0.44752186588921283,0.27671543369181945
16,4,64,0.1,0.1,0.2,0.0003,0.003,8,16,0.002,0.9604742,0.96047413,0.65814,0.30321,0.7769679300291545,0.7710264845849618
4,16,128,0.3,0.5,0.2,0.0003,0.0003,16,4,0,1.0159312,1.0159311,0.62007,0.29592,0.7521865889212828,0.7523970687402326
4,16,128,0.15,0,0.2,0.003,0.0003,8,32,0,1.0163505,1.0163505,0.62585,0.31341,0.7536443148688047,0.7527229755663987
4,8,256,0.3,0.5,0,0.001,0.0003,1,128,0,1.0633593,1.0633593,0.58704,0.29009,0.7303206997084548,0.730278387253625
8,4,128,0,0.3,0.5,0.001,0.0005,16,16,0.002,1.0195138,1.0195138,0.62175,0.29155,0.760932944606414,0.7607765907816224
4,16,64,0,0.3,0.2,0.0003,0.0005,8,8,0.01,1.05136,1.0513599,0.59959,0.26676,0.7536443148688047,0.7511513079268531
4,8,128,0.2,0.1,0.2,0.0003,0.0003,4,4,0.002,0.9977236,0.9977235,0.63669,0.28426,0.7696793002915452,0.7674266374176926
16,4,128,0.3,0.3,0.5,0.001,0.001,8,8,0.01,1.0132551,1.013255,0.61458,0.29155,0.7653061224489796,0.7633918584519839
16,16,64,0.5,0.15,0.3,0.0005,0.0005,4,32,0.001,1.0609415,1.0609415,0.57828,0.29009,0.7346938775510204,0.7342248882168761
4,8,256,0.5,0.15,0.1,0.0005,0.0003,16,8,0,0.96283966,0.96283954,0.65361,0.31633,0.7448979591836735,0.7441789770006361
16,4,256,0,0.2,0.1,0.0005,0.0005,4,64,0.002,1.0343716,1.0343716,0.58915,0.28863,0.7317784256559767,0.7302959084508439
4,8,64,0.15,0.3,0.2,0.0003,0.0003,16,4,0,1.0227418,1.0227417,0.61992,0.30029,0.7565597667638484,0.7567972714674479
16,4,128,0.5,0.2,0.15,0.0003,0.0005,8,32,0,1.0267637,1.0267637,0.60829,0.29883,0.7434402332361516,0.7418805858511575
4,8,256,0.2,0,0.15,0.003,0.003,16,16,0.001,0.9389381,0.9389381,0.66553,0.33673,0.7755102040816326,0.7752006937252579
16,8,64,0.2,0,0.15,0.001,0.003,8,16,0.01,0.96944654,0.96944654,0.6587,0.32507,0.7667638483965015,0.7666113080796315
8,4,128,0,0,0,0.003,0.003,8,8,0,0.9221669,0.9221668,0.69019,0.36589,0.7886297376093294,0.7889768062995953
4,8,128,0.15,0,0.1,0.0005,0.0005,16,8,0.002,0.9807262,0.9807261,0.65483,0.29883,0.7784256559766763,0.777200967850697
4,4,64,0,0,0.3,0.0005,0.0003,1,8,0.001,1.041681,1.0416809,0.61996,0.293,0.7376093294460642,0.7381925544154504
8,16,128,0,0.5,0.1,0.0003,0.003,16,32,0.001,0.95847034,0.9584703,0.65614,0.33673,0.7813411078717201,0.781039636745381
8,4,64,0.1,0.2,0,0.001,0.0003,8,64,0,1.0457627,1.0457627,0.58998,0.29738,0.7361516034985423,0.7355224046964288
16,4,256,0.5,0.3,0.2,0.001,0.003,1,8,0,0.90986615,0.90986603,0.69887,0.3586,0.782798833819242,0.7827647551394062
16,4,128,0.1,0.2,0.3,0.0005,0.001,4,128,0.01,1.0278187,1.0278187,0.61859,0.29592,0.7361516034985423,0.7362688480552542
16,16,64,0.1,0.2,0,0.001,0.003,4,64,0.002,0.95571256,0.9557125,0.67106,0.32216,0.7667638483965015,0.7666896332467824
4,4,128,0,0.3,0.3,0.0003,0.001,16,8,0,0.96971714,0.96971714,0.64895,0.3105,0.7623906705539358,0.7622756911269922
4,4,64,0.3,0.1,0.5,0.001,0.003,4,64,0.001,0.99068344,0.99068344,0.6305,0.33528,0.7565597667638484,0.7564419657558755
8,8,256,0.2,0.1,0,0.003,0.0003,1,64,0.001,1.0166653,1.0166652,0.6289,0.293,0.760932944606414,0.760856874077952
8,8,256,0.5,0,0.2,0.003,0.003,8,4,0.001,0.97905785,0.97905785,0.64992,0.3207,0.7594752186588921,0.7596480884114367
4,16,64,0.1,0,0.3,0.003,0.001,1,16,0.002,0.98479027,0.9847902,0.64408,0.31778,0.7667638483965015,0.7664422791950731
16,16,128,0.1,0.1,0,0.001,0.001,4,8,0.01,1.0140517,1.0140517,0.62748,0.27551,0.7784256559766763,0.7775434474453414
16,4,256,0.2,0.5,0.2,0.001,0.003,16,32,0.001,0.9121766,0.9121766,0.6889,0.32799,0.7944606413994169,0.7932683396046073
4,8,64,0.5,0.1,0.15,0.0005,0.0003,16,128,0.002,1.153681,1.153681,0.48346,0.26093,0.6778425655976676,0.6757930230844683
16,8,128,0.15,0.1,0.15,0.0005,0.001,8,128,0.002,1.0158888,1.0158887,0.61259,0.28426,0.7376093294460642,0.7348638606291666
4,8,64,0,0.3,0.15,0.003,0.003,16,64,0,0.99273443,0.9927345,0.6371,0.30612,0.760932944606414,0.7598622787398298
16,8,128,0.1,0,0,0.0003,0.003,8,16,0.01,0.9952856,0.9952855,0.64167,0.28571,0.7536443148688047,0.7529499835034713
4,8,256,0.15,0,0.5,0.003,0.003,4,128,0.001,0.96442,0.9644201,0.66005,0.32945,0.7667638483965015,0.7662566601477714
8,8,256,0.5,0.5,0,0.003,0.001,1,32,0.001,0.95164275,0.9516427,0.66959,0.31924,0.782798833819242,0.7818805599100034
4,8,256,0.1,0.2,0.1,0.0003,0.003,16,32,0.001,0.96028197,0.96028197,0.66124,0.3309,0.7682215743440233,0.7676688527443766
16,4,64,0.5,0,0.15,0.001,0.001,4,4,0.002,0.98170215,0.9817021,0.64802,0.30175,0.7448979591836735,0.7441789770006361
8,4,128,0.1,0.2,0.1,0.0003,0.0005,8,128,0.002,1.0990574,1.0990574,0.56622,0.27405,0.717201166180758,0.7178297530922078
16,8,64,0.5,0,0.3,0.001,0.001,4,64,0,1.044104,1.044104,0.59113,0.28134,0.7580174927113703,0.7559674548226674
8,4,256,0.1,0.15,0.5,0.0003,0.0005,16,32,0,1.003271,1.003271,0.63278,0.29592,0.7536443148688047,0.753350930079414
8,16,256,0.1,0.2,0.1,0.0003,0.0005,4,128,0,1.0359089,1.0359089,0.58487,0.30321,0.7215743440233237,0.7183660082378855
8,16,256,0.3,0.15,0,0.001,0.0005,4,4,0,0.9250627,0.9250627,0.67121,0.34402,0.7784256559766763,0.7769523198632468
16,8,64,0.2,0.3,0.3,0.003,0.003,16,32,0.01,0.9821484,0.98214835,0.63997,0.3105,0.750728862973761,0.7474874716710478
4,16,256,0.5,0.3,0.15,0.001,0.0005,4,32,0.01,0.9808762,0.9808761,0.64379,0.29446,0.7653061224489796,0.764428396841362
8,16,64,0.5,0.1,0,0.001,0.0005,4,4,0.001,0.9711505,0.97115046,0.65137,0.3105,0.7740524781341108,0.7732074627975846
4,4,128,0.1,0.3,0.15,0.0005,0.0003,1,64,0.01,1.095485,1.095485,0.55718,0.28426,0.717201166180758,0.717201166180758
8,8,128,0.3,0.2,0.5,0.0005,0.0003,16,8,0.001,1.0412918,1.0412917,0.61276,0.27697,0.7346938775510204,0.734609457818215
4,16,64,0,0.1,0.2,0.001,0.0005,1,64,0.002,1.05848,1.0584799,0.58842,0.30466,0.7346938775510204,0.734520362940581
16,16,256,0.15,0.2,0.5,0.001,0.0003,16,4,0,0.95124614,0.95124596,0.66925,0.31778,0.7740524781341108,0.7716095805834859
4,16,64,0.3,0.3,0.5,0.0005,0.0005,8,128,0,1.0806513,1.0806513,0.5474,0.28863,0.7346938775510204,0.7332274746633347
16,16,64,0.15,0.15,0.3,0.001,0.0005,16,8,0,1.0061958,1.0061957,0.63831,0.293,0.7580174927113703,0.7578592321326179
16,8,128,0,0.5,0.15,0.0003,0.0005,4,8,0.001,0.97633225,0.97633225,0.65195,0.28571,0.7755102040816326,0.7726757618145154
16,4,64,0.3,0.1,0.2,0.001,0.0003,8,64,0.01,1.077967,1.0779669,0.57982,0.30466,0.7303206997084548,0.7297897238957839
8,16,128,0.3,0.2,0,0.001,0.003,1,8,0.001,0.93644875,0.9364487,0.66993,0.34257,0.7638483965014577,0.762543136788243
4,4,64,0.1,0.15,0.15,0.003,0.0003,1,16,0.01,1.050871,1.0508709,0.6027,0.28134,0.7434402332361516,0.7431817469734813
8,4,256,0.5,0,0.1,0.001,0.0005,8,16,0.01,1.0184973,1.0184972,0.62394,0.27551,0.7638483965014577,0.7558180710707929
16,4,128,0.1,0.5,0.2,0.0003,0.0005,8,32,0.01,1.0511588,1.0511588,0.59629,0.28134,0.7434402332361516,0.7438861070859998
8,8,64,0.1,0.1,0.1,0.001,0.003,16,128,0,1.0409107,1.0409106,0.61508,0.30758,0.7551020408163265,0.7557458215650874
4,8,256,0,0.3,0.3,0.001,0.003,16,8,0.001,0.96761584,0.9676158,0.64371,0.32653,0.7755102040816326,0.7746163875433063
8,16,256,0,0,0.3,0.0003,0.0003,8,64,0.01,1.0452778,1.0452777,0.59912,0.28426,0.739067055393586,0.7380911989726945
4,16,128,0.15,0.2,0.2,0.003,0.0005,1,4,0.002,0.98335993,0.9833598,0.65282,0.27405,0.782798833819242,0.7810272478841341
4,8,256,0.1,0.2,0.3,0.0005,0.0005,1,8,0.001,0.9700179,0.9700178,0.65227,0.31341,0.7594752186588921,0.7583366145281509
4,16,256,0.1,0.5,0.1,0.0003,0.003,4,32,0,0.9075685,0.90756845,0.68897,0.3484,0.793002915451895,0.7918587989131511
8,16,64,0.15,0,0,0.0003,0.0005,8,128,0,1.1484445,1.1484444,0.48588,0.25656,0.6880466472303207,0.6880466472303207
4,8,64,0,0.1,0.15,0.003,0.0003,4,128,0.01,1.0923091,1.0923091,0.55019,0.27551,0.7346938775510204,0.7338868139099254
8,8,128,0.15,0,0.1,0.003,0.0005,16,32,0.002,1.0058755,1.0058753,0.62894,0.29446,0.7580174927113703,0.7572813797200417
8,4,256,0.3,0.2,0.2,0.0005,0.003,1,128,0,1.017589,1.017589,0.62069,0.30321,0.7463556851311953,0.7465037439279563
16,8,128,0.1,0.3,0.3,0.0005,0.0005,4,32,0.01,1.0391203,1.0391203,0.60552,0.27259,0.7434402332361516,0.7427733550859278
16,4,64,0.3,0,0.2,0.001,0.0005,4,4,0,0.99179554,0.9917955,0.634,0.30175,0.7813411078717201,0.780132534063188
8,4,128,0,0.15,0.5,0.0005,0.003,16,8,0,0.9276727,0.92767274,0.68265,0.33819,0.782798833819242,0.7827647551394062
8,4,128,0.3,0.15,0.15,0.001,0.003,8,4,0.01,1.0855238,1.0855237,0.55463,0.29738,0.7361516034985423,0.7365308105112384
8,8,64,0.15,0,0.15,0.003,0.0003,16,32,0.002,1.0412464,1.0412464,0.59564,0.28863,0.739067055393586,0.7362459027383483
8,16,256,0.1,0.15,0.5,0.0003,0.0003,1,64,0.002,1.0609235,1.0609235,0.60149,0.26968,0.7303206997084548,0.7310199754849203
4,8,256,0.2,0.1,0.15,0.0003,0.003,1,128,0.002,1.06089,1.0608897,0.58754,0.29592,0.7244897959183674,0.7247585886667524
16,4,128,0.2,0.15,0.15,0.001,0.0005,16,16,0.002,0.9886633,0.98866314,0.64747,0.28426,0.7667638483965015,0.7659468844322775
16,4,64,0.2,0.15,0.15,0.001,0.001,1,4,0.002,0.9685155,0.9685154,0.65943,0.30612,0.7696793002915452,0.7680121827818019
16,4,128,0.15,0.1,0,0.0005,0.001,16,128,0.002,1.0194432,1.019443,0.61811,0.26822,0.7463556851311953,0.7438749044979656
16,16,256,0.5,0.1,0.5,0.0003,0.0005,8,32,0,1.0365936,1.0365936,0.60934,0.30612,0.7580174927113703,0.757169892598488
8,8,128,0.1,0.3,0,0.003,0.0005,1,16,0,0.9723277,0.97232765,0.6501,0.31487,0.7565597667638484,0.7545741637359088
8,16,64,0,0.15,0.15,0.0003,0.0005,8,32,0,1.073367,1.0733669,0.57594,0.30029,0.7186588921282799,0.7179879784884573
16,8,256,0,0.3,0.1,0.001,0.0005,1,4,0.001,0.9696485,0.9696484,0.66695,0.31924,0.7711370262390671,0.7712387245562148
4,8,256,0,0.5,0.2,0.001,0.0005,1,128,0.002,1.0536969,1.0536968,0.59774,0.28426,0.7448979591836735,0.7450113171804942
8,8,64,0,0.2,0.2,0.003,0.001,16,16,0.002,0.9604121,0.960412,0.65965,0.3309,0.7682215743440233,0.7675683276748636
16,8,64,0.2,0,0.1,0.0005,0.0003,16,64,0.002,1.0873964,1.0873963,0.54826,0.27988,0.7157434402332361,0.7146803564227676
4,8,256,0.2,0.15,0.15,0.0003,0.0005,4,64,0.001,0.9945304,0.9945303,0.62601,0.30029,0.7274052478134111,0.7263857776977309
8,4,64,0.2,0.2,0.1,0.003,0.003,16,8,0.01,1.0385125,1.0385125,0.59854,0.293,0.7521865889212828,0.7503928548918122
8,8,64,0.3,0.1,0,0.0003,0.0005,8,128,0,1.0968989,1.0968989,0.53704,0.29738,0.7259475218658892,0.723625792208804
8,16,256,0.2,0.3,0.15,0.0003,0.0003,16,16,0,0.9989975,0.99899745,0.63526,0.30466,0.7565597667638484,0.7556493308851393
8,16,64,0,0,0.2,0.001,0.0005,8,8,0,1.019453,1.0194529,0.62796,0.29883,0.760932944606414,0.7611953290273391
8,16,128,0.15,0.2,0,0.001,0.003,16,32,0.01,0.9741834,0.9741834,0.64913,0.30758,0.7638483965014577,0.7610415002963256
16,4,256,0.5,0.2,0.2,0.003,0.0003,4,8,0.001,0.9774111,0.97741103,0.65163,0.30758,0.7653061224489796,0.7648440299849796
8,8,128,0.5,0.3,0,0.003,0.001,1,32,0,0.9787274,0.9787274,0.63465,0.32216,0.7551020408163265,0.7543570589937773
16,4,64,0.2,0.3,0,0.003,0.0003,4,32,0.01,1.0506341,1.0506341,0.60082,0.30466,0.7332361516034985,0.7326000003284335
16,16,128,0.5,0.2,0.2,0.0003,0.003,8,4,0,0.93202305,0.93202305,0.68147,0.33819,0.7813411078717201,0.7814687447654797
8,16,64,0.1,0,0.15,0.0005,0.0005,4,4,0.001,1.0104738,1.0104738,0.63211,0.29883,0.7332361516034985,0.7331942965806129
4,8,256,0.1,0.2,0.3,0.0005,0.001,4,8,0.001,0.9439389,0.94393885,0.67224,0.30029,0.793002915451895,0.7927943640354224
8,4,256,0,0.15,0.3,0.001,0.003,8,8,0.01,1.017161,1.017161,0.60978,0.30904,0.7667638483965015,0.7662566601477714
4,4,256,0,0.2,0,0.0005,0.001,4,4,0.001,0.9495313,0.9495314,0.66536,0.33819,0.7623906705539358,0.7616136609565903
16,4,128,0.15,0.5,0.15,0.0003,0.003,16,8,0.002,0.9639046,0.96390456,0.66252,0.31924,0.7755102040816326,0.7758563155109837
8,16,128,0.2,0.15,0,0.001,0.0003,1,128,0.001,1.099273,1.0992728,0.52772,0.29155,0.7215743440233237,0.7216168056477811
4,8,128,0.3,0.1,0.2,0.001,0.003,4,128,0.002,0.936926,0.93692595,0.66807,0.32362,0.7638483965014577,0.7629081479351664
16,16,256,0.3,0.1,0,0.003,0.0005,16,8,0.01,1.0141528,1.0141526,0.61438,0.27405,0.7711370262390671,0.7686626074297246
8,8,64,0.15,0.3,0.5,0.003,0.003,4,32,0.002,0.9882062,0.98820615,0.6359,0.32799,0.7900874635568513,0.7893521959890498
16,4,128,0.3,0,0.15,0.001,0.0005,8,16,0.001,0.9774318,0.97743165,0.65788,0.31341,0.7376093294460642,0.7370387426662428
8,4,128,0.2,0.2,0,0.0005,0.0005,1,128,0,1.0557932,1.0557932,0.58276,0.28134,0.739067055393586,0.7386571291668614
8,16,256,0.15,0.2,0.1,0.0005,0.0003,1,8,0,0.97456205,0.97456205,0.65131,0.31633,0.7623906705539358,0.7610123358549714
8,16,128,0.5,0.2,0,0.003,0.001,8,32,0.001,0.9661426,0.9661426,0.66279,0.29738,0.7798833819241983,0.7790601734350663
8,16,256,0,0.15,0.1,0.0003,0.001,16,128,0,1.024345,1.024345,0.62152,0.30029,0.7405247813411079,0.7407451660927141
8,4,256,0,0.5,0.2,0.001,0.003,4,8,0.01,1.0204637,1.0204637,0.5963,0.32362,0.7405247813411079,0.7398503250300861
16,4,128,0.5,0.2,0.3,0.003,0.0005,4,8,0.002,0.9866981,0.9866981,0.64997,0.30612,0.7755102040816326,0.7754387720000281
4,16,128,0.15,0,0.1,0.0003,0.003,4,32,0.001,0.9404096,0.9404096,0.66077,0.32507,0.7638483965014577,0.7637732536623674
8,16,128,0.2,0.1,0.15,0.0005,0.001,4,4,0.01,1.0675914,1.0675913,0.58073,0.27551,0.7448979591836735,0.7409771293872262
16,4,64,0.1,0.2,0.3,0.0005,0.0003,1,32,0.002,1.0802945,1.0802945,0.5717,0.27843,0.7274052478134111,0.727446820189189
4,4,64,0,0.2,0.2,0.003,0.001,4,4,0,0.9456974,0.94569737,0.66119,0.33236,0.782798833819242,0.7828953500565351
16,16,64,0.2,0.15,0.3,0.001,0.001,16,16,0.001,0.9950624,0.99506235,0.64914,0.29738,0.7638483965014577,0.7642124877453206
4,8,64,0.5,0.3,0.2,0.003,0.0005,1,128,0.002,1.0724802,1.0724802,0.57213,0.2828,0.7361516034985423,0.7357370970905137
16,4,256,0.1,0.3,0.2,0.003,0.0005,16,16,0.01,1.0159656,1.0159655,0.6217,0.28717,0.7682215743440233,0.7671243739998544
16,16,64,0,0.15,0.15,0.001,0.0003,1,8,0.001,0.9627791,0.96277905,0.66338,0.31924,0.7711370262390671,0.7711011178314547
8,16,64,0,0.3,0.5,0.0005,0.0005,1,64,0.002,1.0540504,1.0540503,0.59863,0.27843,0.7463556851311953,0.7466926081121761
16,16,128,0,0.15,0.1,0.0003,0.0003,4,16,0.01,1.0241008,1.0241007,0.62215,0.30029,0.7594752186588921,0.7599152529119131
4,8,256,0.3,0,0.15,0.003,0.001,4,8,0,0.95172274,0.9517228,0.65299,0.35277,0.7521865889212828,0.7480681635449657
4,16,256,0.1,0,0.3,0.0005,0.0005,8,128,0.01,1.0302676,1.0302676,0.61571,0.29009,0.760932944606414,0.7603115354209781
8,8,128,0.3,0,0.3,0.003,0.0005,16,128,0.01,1.050281,1.0502809,0.60077,0.2828,0.7448979591836735,0.744063746425787
4,8,64,0,0.3,0.3,0.0003,0.0003,4,64,0.002,1.1186761,1.1186761,0.51051,0.29009,0.7113702623906706,0.7107426169328671
8,8,64,0.2,0.1,0.2,0.0003,0.0003,16,128,0.01,1.145939,1.1459391,0.51034,0.27259,0.6967930029154519,0.6975900647948702
4,4,256,0.2,0.1,0.2,0.003,0.0003,16,16,0.002,0.99464005,0.99464005,0.64751,0.31778,0.7711370262390671,0.7709474017447562
4,16,256,0.1,0.15,0.15,0.003,0.001,8,32,0.001,0.94013786,0.94013786,0.67665,0.3105,0.7725947521865889,0.7700557567260305
8,16,64,0,0,0.2,0.0005,0.003,1,32,0,0.9629791,0.96297896,0.65196,0.31633,0.7769679300291545,0.7761338181163254
8,4,64,0.15,0.5,0,0.003,0.003,4,32,0.01,0.97150105,0.97150105,0.6539,0.31195,0.760932944606414,0.7599810880331315
8,8,128,0.1,0.1,0.2,0.003,0.0003,1,16,0.01,1.0233452,1.0233452,0.61711,0.30758,0.760932944606414,0.7604130766514657
4,16,64,0,0.2,0.5,0.0005,0.001,4,8,0,1.0001361,1.000136,0.62419,0.31341,0.7725947521865889,0.7708105992060953
4,8,128,0.2,0,0,0.001,0.001,1,4,0,0.9356532,0.9356532,0.67406,0.35131,0.7784256559766763,0.7779438271403828
16,4,256,0.2,0.2,0.5,0.0003,0.0003,16,64,0.001,1.0427575,1.0427574,0.58507,0.27114,0.7361516034985423,0.736023926956967
16,4,128,0.2,0.15,0.3,0.0003,0.001,8,128,0.002,1.0333211,1.0333211,0.59577,0.29883,0.7361516034985423,0.7352887891603854
4,4,64,0.1,0.1,0,0.0005,0.001,16,8,0.01,1.0301967,1.0301965,0.59974,0.2828,0.7653061224489796,0.7640720619636208
16,16,256,0.5,0,0.3,0.003,0.001,4,16,0,0.94567806,0.945678,0.69153,0.34111,0.782798833819242,0.7827647551394062
4,4,64,0.2,0,0.2,0.003,0.0003,8,32,0.002,1.0422198,1.0422196,0.58741,0.29155,0.7419825072886297,0.7393714881837455
8,4,64,0.3,0.1,0.15,0.0003,0.0003,1,16,0,1.0735177,1.0735177,0.57546,0.28426,0.7303206997084548,0.7290440829558055
8,4,256,0.3,0.3,0,0.003,0.003,16,32,0.01,0.9525715,0.9525715,0.65939,0.3207,0.7740524781341108,0.7723489151084515
16,8,128,0.3,0.15,0,0.001,0.001,4,8,0.002,0.96712255,0.9671225,0.65513,0.30904,0.7725947521865889,0.7719029833513645
4,16,64,0.3,0,0.3,0.0005,0.0003,16,16,0.01,1.075395,1.0753947,0.56306,0.29592,0.7244897959183674,0.7243564762147334
